Description,avg_price,total_quantity,num_transactions,num_customers,total_revenue,Cluster,Segment
PINK FELT EASTER RABBIT GARLAND,2.55,116,24,22,295.8,0,Budget
PINK FLORAL FELTCRAFT SHOULDER BAG,3.7809051724137928,1081,230,141,3983.63,1,Trending
PINK FLOWER CROCHET FOOD COVER,3.808888888888889,193,63,55,727.46,0,Budget
PINK FLOWER FABRIC PONY,3.75,73,26,22,273.75,0,Budget
PINK FLY SWAT,0.6500000000000001,63,25,21,40.95,0,Budget
PINK GINGHAM CAT WITH SCARF,2.55,83,18,18,211.64999999999998,0,Budget
PINK GLASS CANDLEHOLDER,2.9362068965517243,156,27,20,450.6000000000001,0,Budget
PINK GOOSE FEATHER TREE 60CM,1.95,128,16,15,249.59999999999997,0,Budget
PINK HANGING HEART T-LIGHT HOLDER,3.186060606060606,823,66,50,1476.13,0,Budget
PINK HAPPY BIRTHDAY BUNTING,5.412534435261708,2287,359,238,11688.150000000001,1,Trending
PINK HAWAIIAN PICNIC HAMPER FOR 2,12.75,14,10,10,178.5,0,Budget
PINK HEART SHAPE EGG FRYING PAN,1.640873786407767,3139,200,139,4379.03,1,Trending
PINK HEART SHAPE PHOTO FRAME,1.6433333333333333,308,28,27,477.99999999999994,0,Budget
PINK HEARTS LIGHT CHAIN,3.354761904761905,196,21,19,381.0,0,Budget
PINK HORSE SOCK PUPPET,2.934,247,45,40,709.45,0,Budget
PINK HORSE SOCK PUPPET KIT,2.95,44,14,13,129.8,0,Budget
PINK JEWELLED MIRROR TRINKET TRAY,8.873846153846154,29,13,13,178.56,0,Budget
PINK JEWELLED PHOTO FRAME,6.150399999999999,72,22,18,404.62,0,Budget
PINK KNITTED EGG COSY,0.6900000000000001,140,25,24,71.75999999999999,0,Budget
PINK LOVE BIRD CANDLE,1.1659090909090908,232,22,20,236.48000000000002,0,Budget
PINK LOVE HEART SHAPE CUP,0.8738333333333334,702,60,41,585.78,0,Budget
PINK METAL CHICKEN HEART,1.4773684210526314,671,53,50,907.63,0,Budget
PINK NEW BAROQUECANDLESTICK CANDLE,1.4596774193548387,455,31,24,470.75,0,Budget
PINK OVAL JEWELLED MIRROR,5.95,20,11,11,119.0,0,Budget
PINK OWL SOFT TOY,2.9414893617021276,841,139,84,2384.9500000000003,0,Budget
PINK PADDED MOBILE,4.25,128,40,31,544.0,0,Budget
PINK PAISLEY ROSE GIFT WRAP,0.418,1225,40,37,498.5,0,Budget
PINK PAISLEY SQUARE TISSUE BOX,0.5168644067796611,1364,109,89,564.48,0,Budget
PINK PAPER PARASOL,3.0168354430379747,428,78,53,1248.2800000000002,0,Budget
PINK PARTY BAGS,2.069109589041096,2409,144,102,4481.62,1,Trending
PINK PILLAR CANDLE SILVER FLOCK,2.23,80,18,17,123.68,0,Budget
PINK POLKADOT BOWL,1.2583482142857143,3159,220,133,3642.5800000000004,1,Trending
PINK POLKADOT CHILDRENS UMBRELLA,3.25,125,33,29,406.25,0,Budget
PINK POLKADOT GARDEN PARASOL,7.8621951219512205,115,41,32,866.25,0,Budget
PINK POLKADOT PLATE,1.6766666666666667,202,18,18,318.34,0,Budget
PINK POLKADOT WRAP,0.4169014084507042,6350,213,162,2593.0,1,Trending
PINK POT PLANT CANDLE,3.0090909090909093,189,22,22,516.25,0,Budget
PINK REGENCY TEACUP AND SAUCER,2.9354109589041095,5343,556,319,14769.49,3,Niche
PINK RETRO BIG FLOWER BAG,1.9499999999999997,86,13,13,167.7,0,Budget
PINK ROSE FABRIC MIRROR,1.2424,187,25,23,231.47,0,Budget
PINK ROSE WASHBAG,3.75,103,38,25,386.25,0,Budget
PINK SCOTTIE DOG W FLOWER PATTERN,2.55,84,22,20,214.2,0,Budget
PINK STITCHED WALL CLOCK,1.0018518518518518,639,27,20,590.57,0,Budget
PINK STOCKING CHRISTMAS DECORATION,0.38,222,16,15,84.36,0,Budget
PINK SWEETHEART BRACELET,4.23,99,24,21,408.75,0,Budget
PINK UNION JACK  LUGGAGE TAG,1.2753409090909091,266,75,56,336.27,0,Budget
PINK UNION JACK  PASSPORT COVER,2.088611111111111,223,68,52,463.38000000000005,0,Budget
PINK VINTAGE PAISLEY PICNIC BAG,1.8428571428571427,2410,283,198,4295.86,1,Trending
PINK VINTAGE SPOT BEAKER,0.8465909090909091,4679,132,108,4384.83,1,Trending
PINK/GREEN FLOWER DESIGN BIG MUG,0.48176470588235293,40,16,16,17.16,0,Budget
PINK/PURPLE RETRO RADIO,2.95,140,19,13,413.00000000000006,0,Budget
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",2.95,54,13,12,159.3,0,Budget
PINK/WHITE CHRISTMAS TREE 60CM,0.7504166666666667,660,24,23,433.22,0,Budget
PIZZA PLATE IN BOX,3.532972972972973,293,69,44,967.48,0,Budget
PLACE SETTING WHITE HEART,0.4297979797979798,14877,289,174,5922.2699999999995,3,Niche
PLACE SETTING WHITE STAR,0.431734693877551,2351,93,70,967.55,0,Budget
PLASMATRONIC LAMP,7.904000000000001,52,10,9,288.94,0,Budget
PLASTERS IN TIN CIRCUS PARADE,1.658210922787194,5952,521,305,9596.96,3,Niche
PLASTERS IN TIN SKULLS,1.646551724137931,4036,439,281,6505.799999999999,1,Trending
PLASTERS IN TIN SPACEBOY,1.657070707070707,7664,579,339,12151.8,3,Niche
PLASTERS IN TIN STRONGMAN,1.6487852494577004,5885,449,294,9462.289999999999,3,Niche
PLASTERS IN TIN VINTAGE PAISLEY,1.6781124497991966,4573,480,315,7346.69,3,Niche
PLASTERS IN TIN WOODLAND ANIMALS,1.6501322314049585,7307,587,351,11637.429999999998,3,Niche
PLAYING CARDS I LOVE LONDON,1.2424324324324325,1065,104,93,1247.25,0,Budget
PLAYING CARDS JUBILEE UNION JACK,1.2489655172413792,1668,190,164,2082.48,1,Trending
PLAYING CARDS KEEP CALM & CARRY ON,1.2481305637982196,3435,327,284,4246.71,1,Trending
PLAYING CARDS VINTAGE DOILY,1.2451162790697674,677,85,78,822.73,0,Budget
POCKET BAG BLUE PAISLEY RED SPOT,1.27,480,46,43,578.41,0,Budget
POCKET BAG PINK PAISELY BROWN SPOT,1.3634375,177,30,26,224.88,0,Budget
POLKA DOT RAFFIA FOOD COVER,3.8022535211267603,250,71,57,941.21,0,Budget
POLKADOT COFFEE CUP & SAUCER PINK,0.795625,1435,63,50,1142.29,0,Budget
POLKADOT PEN,0.8451401869158878,6625,107,89,5475.25,1,Trending
POLKADOT RAIN HAT,0.4553125,1589,88,55,631.15,0,Budget
POLYESTER FILLER PAD 30CMX30CM,1.25,107,26,16,133.75,0,Budget
POLYESTER FILLER PAD 40X40CM,1.45,1551,182,128,2248.95,1,Trending
POLYESTER FILLER PAD 45X30CM,1.45,101,37,22,146.45,0,Budget
POLYESTER FILLER PAD 45X45CM,1.55,1008,133,92,1562.4,0,Budget
POMPOM CURTAIN,5.645652173913043,337,46,32,1570.15,0,Budget
POPART RECT PENCIL SHARPENER ASST,0.1290909090909091,1166,33,29,140.52,0,Budget
POPART WOODEN PENCILS ASST,0.043478260869565216,8900,68,61,380.0,0,Budget
POPCORN HOLDER,0.8432724505327245,30931,632,295,23427.71,3,Niche
POPPY FIELDS CHOPPING BOARD,4.95,85,39,39,420.75,0,Budget
POPPY'S PLAYHOUSE BATHROOM,2.095689655172414,879,169,123,1800.9,0,Budget
POPPY'S PLAYHOUSE BEDROOM,2.114846625766871,1788,316,216,3689.9500000000003,1,Trending
POPPY'S PLAYHOUSE KITCHEN,2.1256302521008403,1895,346,233,3933.7100000000005,1,Trending
POPPY'S PLAYHOUSE LIVINGROOM,2.1286770428015567,1319,252,179,2733.02,1,Trending
PORCELAIN BUDAH INCENSE HOLDER,0.09526315789473684,1501,19,18,138.1,0,Budget
PORCELAIN BUTTERFLY OIL BURNER,2.918421052631579,193,36,24,540.5500000000001,0,Budget
PORCELAIN ROSE LARGE,1.2353846153846153,298,13,11,345.14,0,Budget
PORCELAIN ROSE SMALL,0.9093478260869565,1560,46,32,1218.36,0,Budget
PORCELAIN T-LIGHT HOLDERS ASSORTED,1.289672131147541,730,59,51,916.13,0,Budget
POSTE FRANCE CUSHION COVER,3.75,395,119,90,1481.25,0,Budget
POTTERING IN THE SHED METAL SIGN,2.069736842105263,3926,371,225,8372.7,1,Trending
POTTERING MUG,1.3853,3548,197,141,4058.7599999999998,1,Trending
POTTING SHED SEED ENVELOPES,1.3145333333333333,476,71,57,610.73,0,Budget
POTTING SHED TEA MUG,1.3348510638297872,2346,232,153,2926.98,1,Trending
POTTING SHED TWINE,2.1059782608695654,949,89,79,2158.5,0,Budget
PRETTY HANGING QUILTED HEARTS,0.8269444444444445,1274,70,65,1046.86,0,Budget
PSYCHEDELIC TILE COASTER,0.9091304347826087,423,23,18,178.0,0,Budget
PSYCHEDELIC TILE HOOK,0.7971428571428573,295,40,36,166.35,0,Budget
PSYCHEDELIC WALL THERMOMETER,1.9633333333333334,80,14,14,112.47999999999999,0,Budget
PURPLE BOUDICCA LARGE BRACELET,6.95,31,11,10,215.45000000000002,0,Budget
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1.2569565217391305,2614,145,79,3169.87,0,Budget
PURPLE ENAMEL FLOWER RING,2.95,47,11,11,138.65,0,Budget
PURPLE PAPER PARASOL,2.94344262295082,272,60,43,782.4000000000001,0,Budget
PURPLE SWEETHEART BRACELET,4.25,41,16,14,174.25,0,Budget
QUEEN OF SKIES LUGGAGE TAG,1.31,89,34,20,109.11,0,Budget
QUEEN OF THE SKIES PASSPORT COVER,2.0707142857142857,68,28,20,137.88000000000002,0,Budget
QUEENS GUARD COFFEE MUG,2.5219574468085106,2365,233,164,5603.57,1,Trending
RABBIT  DESIGN  COTTON TOTE BAG,2.25,90,24,21,202.5,0,Budget
RAIN PONCHO RETROSPOT,0.8633333333333333,8755,180,115,6964.63,1,Trending
RAINBOW PEGS PHOTO CLIP STRING,0.7030769230769232,264,24,19,150.18,0,Budget
RAINY LADIES BIRTHDAY CARD,0.4283969465648855,2304,129,90,928.99,0,Budget
RATTLE SNAKE EGGS,1.1883116883116882,762,75,57,599.34,0,Budget
RECIPE BOX BLUE SKETCHBOOK DESIGN,2.98,1219,231,163,3425.01,1,Trending
RECIPE BOX PANTRY YELLOW DESIGN,2.9624199288256228,7373,828,471,20859.27,3,Niche
RECIPE BOX RETROSPOT,2.921806167400881,2870,441,233,7952.900000000001,1,Trending
"RECORD FRAME 7"" SINGLE SIZE",2.492964824120603,3812,196,73,8450.82,1,Trending
RECTANGULAR SHAPED MIRROR,1.000344827586207,502,29,27,420.68,0,Budget
RECYCLED ACAPULCO MAT BLUE,8.237969924812031,335,133,95,2741.35,0,Budget
RECYCLED ACAPULCO MAT GREEN,8.240909090909092,459,176,116,3763.55,1,Trending
RECYCLED ACAPULCO MAT LAVENDER,8.242727272727274,268,109,81,2206.2,0,Budget
RECYCLED ACAPULCO MAT PINK,8.231538461538461,319,129,105,2598.15,0,Budget
RECYCLED ACAPULCO MAT RED,8.24526627218935,435,169,103,3572.75,0,Budget
RECYCLED ACAPULCO MAT TURQUOISE,8.246380090497738,571,221,147,4694.75,1,Trending
RECYCLED PENCIL WITH RABBIT ERASER,0.2139506172839506,2665,80,68,525.75,0,Budget
RECYCLING BAG RETROSPOT,2.1248067632850245,6088,407,187,11942.43,3,Niche
RED  EGG  SPOON,0.12491803278688525,1290,61,54,155.4,0,Budget
RED 3 PIECE RETROSPOT CUTLERY SET,3.7940816326530613,1543,97,80,5555.13,0,Budget
RED APPLES CHOPPING BOARD,4.930000000000001,147,38,38,698.85,0,Budget
RED BABY BUNTING,2.9428143712574855,1027,167,143,2969.65,1,Trending
RED CHARLIE+LOLA PERSONAL DOORSIGN,0.6224545454545455,1256,103,88,622.64,0,Budget
RED COAT RACK PARIS FASHION,4.926,327,95,78,1479.69,0,Budget
RED DAISY POCKET BOOK,0.8736363636363635,164,30,30,140.18,0,Budget
RED DINER WALL CLOCK,8.497350835322196,1352,416,206,11074.390000000001,1,Trending
RED DRAGONFLY HELICOPTER,7.95,78,49,41,620.1,0,Budget
RED DRAWER KNOB ACRYLIC EDWARDIAN,1.2389000000000001,2007,97,56,2322.27,0,Budget
RED ENAMEL FLOWER RING,2.9500000000000006,52,12,12,153.4,0,Budget
RED ENCHANTED FOREST PLACEMAT,1.6436507936507936,457,60,37,730.05,0,Budget
RED FLOCK LOVE HEART PHOTO FRAME,0.5745614035087719,1034,55,47,527.04,0,Budget
RED FLORAL FELTCRAFT SHOULDER BAG,3.8192664092664095,1876,257,157,6734.31,1,Trending
RED FLOWER CROCHET FOOD COVER,3.8954945054945056,267,91,71,982.49,0,Budget
RED GINGHAM ROSE JEWELLERY BOX,1.8808035714285716,1616,217,147,2925.0,1,Trending
RED GINGHAM TEDDY BEAR,2.98044776119403,726,130,91,2041.7800000000002,0,Budget
RED HANGING HEART T-LIGHT HOLDER,2.948390804597701,7759,679,385,22624.690000000002,3,Niche
RED HEART LUGGAGE TAG,1.25,195,42,36,243.75,0,Budget
RED HEART SHAPE LOVE BUCKET,2.7335820895522387,1358,134,95,2591.02,0,Budget
RED HEARTS LIGHT CHAIN,3.0521052631578947,434,37,32,844.34,0,Budget
RED KITCHEN SCALES,8.442373626373627,1476,448,292,11895.73,1,Trending
RED KUKUI COCONUT SEED NECKLACE,1.3299999999999998,112,15,13,131.8,0,Budget
RED LOVE HEART SHAPE CUP,0.8562650602409638,935,83,60,772.91,0,Budget
RED METAL BEACH SPADE,1.2666896551724136,1289,143,106,1613.67,0,Budget
RED METAL BOX TOP SECRET,8.357543859649123,1003,221,148,7962.03,1,Trending
RED PAPER PARASOL,2.9613513513513516,630,73,53,1735.74,0,Budget
RED PEONY TABLE CLOCK,2.95,16,10,9,47.2,0,Budget
RED POLKADOT BEAKER,0.4419298245614035,3822,114,88,1538.62,0,Budget
RED POLKADOT COFFEE  MUG,0.6691836734693878,1499,49,43,642.75,0,Budget
RED PUDDING SPOON,0.1575,837,48,42,109.74,0,Budget
RED REFECTORY CLOCK,9.81875,236,95,75,2222.2,0,Budget
RED RETRO KITCHEN WALL CLOCK,8.15,44,20,19,358.6,0,Budget
RED RETROSPOT APRON,5.950000000000001,303,105,71,1802.8500000000001,0,Budget
RED RETROSPOT BIG BOWL,4.932051282051282,175,39,33,849.45,0,Budget
RED RETROSPOT BOWL,1.2438157894736843,4363,298,185,5046.9800000000005,1,Trending
RED RETROSPOT BUTTER DISH,4.904418604651163,939,211,123,4429.650000000001,1,Trending
RED RETROSPOT CAKE STAND,10.862765957446808,1809,421,260,17929.75,3,Niche
RED RETROSPOT CHARLOTTE BAG,0.8493075898801596,12809,739,335,10125.85,3,Niche
RED RETROSPOT CHILDRENS UMBRELLA,3.312950819672131,1140,182,138,3629.66,1,Trending
RED RETROSPOT CUP,0.8476785714285714,3519,277,160,2822.41,1,Trending
RED RETROSPOT LUGGAGE TAG,1.25,328,59,44,410.0,0,Budget
RED RETROSPOT MINI CASES,7.749455040871935,1712,365,235,12216.8,1,Trending
RED RETROSPOT MUG,2.902941176470588,1814,134,99,4972.1,1,Trending
RED RETROSPOT OVEN GLOVE,1.2947014925373135,3187,262,175,3751.63,1,Trending
RED RETROSPOT OVEN GLOVE DOUBLE,2.95,576,138,100,1699.2000000000003,0,Budget
RED RETROSPOT PEG BAG,2.521052631578947,2460,354,205,5880.049999999999,1,Trending
RED RETROSPOT PICNIC BAG,2.9493814432989693,3758,385,223,10371.66,1,Trending
RED RETROSPOT PLATE,1.674,3074,222,148,4860.98,1,Trending
RED RETROSPOT PUDDING BOWL,4.232758620689655,327,57,50,1341.75,0,Budget
RED RETROSPOT PURSE,2.944520547945206,340,73,58,998.2000000000002,0,Budget
RED RETROSPOT ROUND CAKE TINS,9.860852713178295,975,257,167,9188.25,1,Trending
RED RETROSPOT SHOPPER BAG,1.2658717948717948,4264,384,236,5115.31,1,Trending
RED RETROSPOT SHOPPING BAG,2.7124675324675325,510,77,57,1284.6599999999999,0,Budget
RED RETROSPOT SMALL MILK JUG,2.5345312499999997,2460,310,204,5830.2,1,Trending
RED RETROSPOT STORAGE JAR,3.7059183673469387,300,45,38,1074.6,0,Budget
RED RETROSPOT SUGAR JAM BOWL,2.5075471698113208,1473,206,143,3459.15,1,Trending
RED RETROSPOT TAPE,0.5488000000000001,1458,99,84,668.94,0,Budget
RED RETROSPOT TEA CUP AND SAUCER,3.453108108108108,813,139,90,2539.19,0,Budget
RED RETROSPOT TISSUE BOX,0.5678571428571428,2087,145,117,933.24,0,Budget
RED RETROSPOT TRADITIONAL TEAPOT,7.86304347826087,468,133,95,3540.6000000000004,0,Budget
RED RETROSPOT UMBRELLA,6.092450980392157,1846,303,210,10247.470000000001,1,Trending
RED RETROSPOT WASHBAG,2.1,49,14,12,102.9,0,Budget
RED RETROSPOT WRAP,0.4180357142857143,10547,335,238,4320.74,1,Trending
RED ROCKING HORSE HAND PAINTED,1.24125,2208,116,82,2634.0,0,Budget
RED SHARK HELICOPTER,7.95,35,25,20,278.25,0,Budget
RED SPOT CERAMIC DRAWER KNOB,1.2877816901408452,4080,279,164,5042.4,1,Trending
RED SPOT GIFT BAG LARGE,1.2477659574468085,1700,92,82,2041.0,0,Budget
RED SPOT PAPER GIFT BAG,0.8175409836065574,2444,122,108,1944.08,0,Budget
RED SPOTTY BISCUIT TIN,3.755631067961165,2058,203,130,7071.2,1,Trending
RED STAR CARD HOLDER,2.3194117647058823,801,118,111,1723.79,0,Budget
RED STRIPE CERAMIC DRAWER KNOB,1.3062390670553936,5035,333,169,6224.03,1,Trending
RED TEA TOWEL CLASSIC DESIGN,1.2444117647058823,613,67,57,729.77,0,Budget
RED TOADSTOOL LED NIGHT LIGHT,1.6594953271028037,12871,522,266,19844.91,3,Niche
RED VICTORIAN FABRIC OVAL BOX,0.4168292682926829,772,41,36,277.44,0,Budget
RED VINTAGE SPOT BEAKER,0.8456375838926175,1782,146,114,1452.3,0,Budget
RED WOOLLY HOTTIE WHITE HEART.,4.0547560975609755,3707,321,228,13430.51,1,Trending
RED/CREAM STRIPE CUSHION COVER,1.2468333333333335,414,60,35,509.9,0,Budget
REGENCY CAKE FORK,1.2283823529411766,1608,68,58,1896.6000000000001,0,Budget
REGENCY CAKE SLICE,4.922625,564,80,70,2579.21,0,Budget
REGENCY MILK JUG PINK,3.1950549450549453,3066,272,206,9008.0,1,Trending
REGENCY SUGAR BOWL GREEN,4.126728624535317,2956,268,190,11575.54,1,Trending
REGENCY SUGAR TONGS,2.4349253731343286,1714,134,95,3949.7000000000003,0,Budget
REGENCY TEA PLATE GREEN,1.6725830258302583,5966,270,195,9184.9,1,Trending
REGENCY TEA PLATE PINK,1.6405357142857142,3688,224,160,5793.28,1,Trending
REGENCY TEA PLATE ROSES,1.6575379939209725,6575,328,224,10190.789999999999,1,Trending
REGENCY TEA SPOON,1.2293442622950819,1404,60,50,1666.8,0,Budget
REGENCY TEA STRAINER,3.7471830985915493,1362,142,96,4789.24,1,Trending
REGENCY TEAPOT ROSES,9.705872576177285,2666,354,248,23073.32,3,Niche
REINDEER HEART DECORATION GOLD,0.909620253164557,930,77,55,775.26,0,Budget
REINDEER HEART DECORATION SILVER,0.9132456140350877,1461,110,85,1241.59,0,Budget
RELAX LARGE WOOD LETTERS,8.283333333333333,127,26,22,759.65,0,Budget
"RETRO ""TEA FOR ONE""",3.5863636363636364,14,11,9,54.3,0,Budget
RETRO COFFEE MUGS ASSORTED,1.2404166666666667,2508,113,72,2835.08,0,Budget
RETRO LEAVES MAGNETIC NOTEPAD,1.45,104,17,17,150.79999999999998,0,Budget
RETRO LONGBOARD IRONING BOARD COVER,1.3043478260869565,199,45,31,251.25,0,Budget
RETRO MOD TRAY,0.9029090909090909,739,110,69,618.13,0,Budget
"RETRO PILL BOX , REVOLUTIONARY",0.1890909090909091,189,10,9,34.91,0,Budget
"RETRO PILL BOX KEY CHAIN,THE KING",0.18928571428571428,235,14,13,43.65,0,Budget
RETRO PINK BALL ASHTRAY,1.25,46,13,11,57.5,0,Budget
RETRO PLASTIC 70'S TRAY,0.46611111111111114,343,35,25,146.55,0,Budget
RETRO PLASTIC DAISY TRAY,0.5140625,252,32,23,116.59,0,Budget
RETRO PLASTIC ELEPHANT TRAY,0.8364615384615384,1105,65,57,812.53,0,Budget
RETRO PLASTIC POLKA TRAY,0.601639344262295,809,56,41,376.0,0,Budget
RETROSPOT BABUSHKA DOORSTOP,2.3329166666666667,245,48,44,455.87,0,Budget
RETROSPOT CANDLE  LARGE,1.2577777777777777,255,18,17,279.37,0,Budget
RETROSPOT CANDLE  MEDIUM,1.6400000000000001,350,33,26,357.62,0,Budget
RETROSPOT CANDLE  SMALL,1.2026923076923077,385,25,24,313.53,0,Budget
RETROSPOT CHILDRENS APRON,2.0006802721088435,3039,292,202,5587.87,1,Trending
RETROSPOT CIGAR BOX MATCHES,1.1298222222222223,2151,210,156,2150.71,1,Trending
RETROSPOT GIANT TUBE MATCHES,2.527173913043478,1497,132,99,3450.15,0,Budget
RETROSPOT HEART HOT WATER BOTTLE,4.958850364963504,3335,533,371,15871.73,3,Niche
RETROSPOT LAMP,9.917045454545454,303,131,92,2962.6499999999996,0,Budget
RETROSPOT LARGE MILK JUG,4.884579439252336,1317,310,209,6267.150000000001,1,Trending
RETROSPOT PADDED SEAT CUSHION,3.8087692307692307,700,65,43,2502.82,0,Budget
RETROSPOT PARTY BAG + STICKER SET,1.6341176470588235,4391,267,167,6749.23,1,Trending
RETROSPOT RED WASHING UP GLOVES,2.0898765432098765,1356,239,153,2670.48,1,Trending
RETROSPOT SMALL TUBE MATCHES,1.6487421383647798,1066,146,119,1754.8999999999999,0,Budget
RETROSPOT TEA SET CERAMIC 11 PC,4.997995198079232,4248,823,488,20470.780000000002,3,Niche
RETROSPOT WOODEN HEART DECORATION,0.8614705882352941,1852,164,132,1553.9199999999998,1,Trending
REVOLVER WOODEN RULER,1.9619594594594596,4917,285,217,8950.289999999999,1,Trending
REX CASH+CARRY JUMBO SHOPPER,0.95,1893,859,480,1798.35,3,Niche
RIBBON REEL CHRISTMAS PRESENT,1.736315789473684,1227,187,148,2075.39,1,Trending
RIBBON REEL CHRISTMAS SOCK BAUBLE,1.74188679245283,1588,204,168,2704.44,1,Trending
RIBBON REEL FLORA + FAUNA,1.7401098901098901,595,89,74,994.87,0,Budget
RIBBON REEL HEARTS DESIGN,1.6984120171673818,1715,225,190,2831.9900000000002,1,Trending
RIBBON REEL LACE DESIGN,2.093421052631579,1300,143,105,2610.0,0,Budget
RIBBON REEL MAKING SNOWMEN,1.722774193548387,1102,152,130,1825.46,0,Budget
RIBBON REEL POLKADOTS,1.6469465648854962,1182,126,116,1902.3,0,Budget
RIBBON REEL SNOWY VILLAGE,1.698839779005525,2007,176,147,3219.43,1,Trending
RIBBON REEL SOCKS AND MITTENS,1.739887640449438,673,86,73,1106.13,0,Budget
RIBBON REEL STRIPES DESIGN,1.6814772727272727,2558,334,250,4208.78,1,Trending
RIBBONS PURSE,2.1845833333333333,108,24,23,228.83,0,Budget
RIDGED BONNE JAM JAR T-LIGHT HOLDER,1.6995999999999998,272,23,23,431.23999999999995,0,Budget
RIDGED GLASS FINGER BOWL,0.6444,946,47,40,432.54,0,Budget
RIDGED GLASS POSY VASE,1.45,117,17,15,169.64999999999998,0,Budget
RIDGED GLASS STORAGE JAR CREAM LID,3.7310526315789474,97,17,15,346.47,0,Budget
RIDGED GLASS T-LIGHT HOLDER,0.65,384,33,21,249.60000000000002,0,Budget
RING OF ROSES BIRTHDAY CARD,0.4152808988764045,1776,87,73,707.04,0,Budget
ROBOT BIRTHDAY CARD,0.420648854961832,3795,257,173,1573.12,1,Trending
ROCKING HORSE GREEN CHRISTMAS,0.8480451127819548,1265,126,114,1050.29,0,Budget
ROCKING HORSE RED CHRISTMAS,0.8464864864864865,2207,176,152,1813.55,1,Trending
ROCOCO WALL MIRROR WHITE,19.740697674418605,75,43,42,1442.25,0,Budget
ROLL WRAP 50'S CHRISTMAS,1.2439568345323742,3058,271,242,3699.02,1,Trending
ROLL WRAP 50'S RED CHRISTMAS,1.2474545454545456,1596,162,151,1964.76,1,Trending
ROLL WRAP VINTAGE CHRISTMAS,1.2450972762645915,2857,246,214,3462.89,1,Trending
ROLL WRAP VINTAGE SPOT,1.2467058823529413,2593,246,205,3165.65,1,Trending
ROMANTIC IMAGES GIFT WRAP SET,0.7695876288659794,738,96,82,679.8000000000001,0,Budget
ROMANTIC IMAGES NOTEBOOK SET,1.7857142857142858,409,28,25,547.25,0,Budget
ROMANTIC PINKS RIBBONS,1.254811320754717,1198,205,162,1471.35,1,Trending
ROSE 1 WICK MORRIS BOXED CANDLE,2.3057142857142856,742,76,66,1051.52,0,Budget
ROSE 3 WICK MORRIS BOX CANDLE,2.1812280701754387,1105,107,86,1611.45,0,Budget
ROSE CARAVAN DOORSTOP,5.82187969924812,523,129,104,2580.21,0,Budget
ROSE COTTAGE KEEPSAKE BOX,9.719999999999999,729,144,118,6574.95,1,Trending
ROSE DU SUD COSMETICS BAG,4.25,46,16,16,195.5,0,Budget
ROSE DU SUD CUSHION COVER,5.713636363636364,28,11,9,156.8,0,Budget
ROSE DU SUD OVEN GLOVE,2.935714285714286,119,28,27,348.25000000000006,0,Budget
ROSE DU SUD WASHBAG,5.950000000000001,25,12,12,148.75,0,Budget
ROSE FOLKART HEART DECORATIONS,1.4080357142857143,423,53,39,504.64,0,Budget
ROSE SCENT CANDLE IN JEWELLED BOX,4.385438596491228,316,55,44,1275.92,0,Budget
ROSE SCENT CANDLE JEWELLED DRAWER,4.158536585365853,530,40,30,722.5,0,Budget
ROTATING LEAVES T-LIGHT HOLDER,1.3659701492537313,1228,126,79,1624.73,0,Budget
ROTATING SILVER ANGELS T-LIGHT HLDR,2.605840978593272,7907,305,192,17592.52,3,Niche
ROUND BLUE CLOCK WITH SUCKER,0.19,211,10,9,40.09,0,Budget
ROUND CAKE TIN VINTAGE GREEN,7.9588,516,199,156,3895.48,1,Trending
ROUND CAKE TIN VINTAGE RED,7.921383399209486,891,250,193,6600.7300000000005,1,Trending
ROUND CONTAINER SET OF 5 RETROSPOT,1.6395424836601307,1387,151,103,2182.95,0,Budget
ROUND PINK HEART MIRROR,2.1,78,16,11,163.8,0,Budget
ROUND PURPLE CLOCK WITH SUCKER,0.19,367,24,22,69.73,0,Budget
ROUND SNACK BOXES SET OF 4 FRUITS,2.9280042462845013,6481,458,227,17604.99,3,Niche
ROUND SNACK BOXES SET OF 4 SKULLS,2.9407514450867054,832,162,106,2358.4,0,Budget
ROUND SNACK BOXES SET OF4 WOODLAND,2.9357471264367816,8100,595,281,22175.52,3,Niche
ROUND STORAGE TIN VINTAGE LEAF,1.9766666666666666,853,96,80,1552.5099999999998,0,Budget
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,158.07692307692307,35,26,21,5415.0,0,Budget
RUSTIC MIRROR WITH LACE HEART,6.0931428571428565,443,70,59,2155.51,0,Budget
RUSTIC STRAWBERRY JAM POT LARGE,2.073030303030303,261,33,32,531.84,0,Budget
RUSTIC STRAWBERRY JAM POT SMALL,1.6203703703703705,408,27,24,641.9999999999999,0,Budget
S/12 MINI RABBIT EASTER,1.6433333333333333,324,58,53,515.4,0,Budget
S/12 VANILLA  BOTANICAL T-LIGHTS,2.9394736842105265,221,38,37,632.7500000000001,0,Budget
S/15 SILVER GLASS BAUBLES IN BAG,1.2397297297297296,502,36,35,586.46,0,Budget
S/2 ZINC HEART DESIGN PLANTERS,9.95,40,28,26,398.0,0,Budget
S/4 BLACK MINI ROSE CANDLE IN BOWL,1.3358333333333332,222,12,9,129.94,0,Budget
S/4 CACTI CANDLES,5.033809523809524,497,80,55,1985.67,0,Budget
